REF_DATE,GEO,Size of area of residence,"Household expenditures, summary-level categories",VALUE
2021,Canada,"Population centre 1,000,000 and over","Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",521
2021,Canada,"Population centre 1,000,000 and over",Health care services,304
2021,Canada,"Population centre 1,000,000 and over",Health care practitioners (excluding general practitioners and specialists),174
2021,Canada,"Population centre 1,000,000 and over",Health care by general practitioners and specialists,55
2021,Canada,"Population centre 1,000,000 and over","Weight control programs, smoking cessation programs and other medical services",37
2021,Canada,"Population centre 1,000,000 and over","Hospital care, nursing homes and other residential care facilities",
2021,Canada,"Population centre 1,000,000 and over",Eye-care goods and services,281
2021,Canada,"Population centre 1,000,000 and over",Prescription eye wear,180
2021,Canada,"Population centre 1,000,000 and over",Non-prescription eye wear and other eye-care goods,32
2021,Canada,"Population centre 1,000,000 and over","Eye-care services (e.g. surgery, exams)",69
2021,Canada,"Population centre 1,000,000 and over",Dental services,544
2021,Canada,"Population centre 1,000,000 and over",Private health insurance plan premiums,712
2021,Canada,"Population centre 1,000,000 and over",Private health and dental plan premiums,567
2021,Canada,"Population centre 1,000,000 and over",Accident or disability insurance premiums,145
2021,Canada,"Population centre 1,000,000 and over",Personal care,1540
2021,Canada,"Population centre 1,000,000 and over",Personal care products,748
2021,Canada,"Population centre 1,000,000 and over",Hair care products,95
2021,Canada,"Population centre 1,000,000 and over","Makeup, skin care, manicure and fragrance products",216
2021,Canada,"Population centre 1,000,000 and over","Makeup, skin care and manicure products",190
2021,Canada,"Population centre 1,000,000 and over",Fragrance products,
2021,Canada,"Population centre 1,000,000 and over",Personal deodorants,23
2021,Canada,"Population centre 1,000,000 and over",Body soaps,60
2021,Canada,"Population centre 1,000,000 and over",Oral hygiene products,85
2021,Canada,"Population centre 1,000,000 and over",Disposable diapers,56
2021,Canada,"Population centre 1,000,000 and over",Other personal care supplies and equipment,213
2021,Canada,"Population centre 1,000,000 and over",Personal care services,792
2021,Canada,"Population centre 1,000,000 and over",Hair grooming services,531
2021,Canada,"Population centre 1,000,000 and over",Other personal care services,262
2021,Canada,"Population centre 1,000,000 and over",Recreation,4145
2021,Canada,"Population centre 1,000,000 and over",Recreational equipment and related services,1719
2021,Canada,"Population centre 1,000,000 and over","Sports, athletic and recreational equipment and related services",163
2021,Canada,"Population centre 1,000,000 and over",Outdoor play equipment and accessories,
2021,Canada,"Population centre 1,000,000 and over",Children's toys,166
2021,Canada,"Population centre 1,000,000 and over",Video game systems and accessories (excluding for computers),
2021,Canada,"Population centre 1,000,000 and over",Art and craft materials,49
2021,Canada,"Population centre 1,000,000 and over",Computer equipment and supplies,884
2021,Canada,"Population centre 1,000,000 and over",Computer hardware,489
2021,Canada,"Population centre 1,000,000 and over",Computer software and video game systems,90
2021,Canada,"Population centre 1,000,000 and over",Computer supplies and other equipment,67
2021,Canada,"Population centre 1,000,000 and over",Tablet computers,137
2021,Canada,"Population centre 1,000,000 and over",E-Book readers,8
2021,Canada,"Population centre 1,000,000 and over",Wearable electronic devices,92
2021,Canada,"Population centre 1,000,000 and over",Photographic goods and services,136
2021,Canada,"Population centre 1,000,000 and over","Camcorders, cameras, parts, accessories and related equipment",49
2021,Canada,"Population centre 1,000,000 and over",Photographic services,87
2021,Canada,"Population centre 1,000,000 and over",Other recreational equipment,
2021,Canada,"Population centre 1,000,000 and over",Home entertainment equipment and services,400
2021,Canada,"Population centre 1,000,000 and over",Home entertainment equipment,353
2021,Canada,"Population centre 1,000,000 and over",Audio equipment and home theatre systems,88
2021,Canada,"Population centre 1,000,000 and over",Video equipment,212
2021,Canada,"Population centre 1,000,000 and over","DVD players, Blu-Ray players and other video equipment and accessories",27
2021,Canada,"Population centre 1,000,000 and over",Televisions,185
2021,Canada,"Population centre 1,000,000 and over","Pre-recorded media, music downloads and blank audio and video media",54
2021,Canada,"Population centre 1,000,000 and over",Home entertainment services,47
2021,Canada,"Population centre 1,000,000 and over","Rental of videotapes, DVDs and video games",
2021,Canada,"Population centre 1,000,000 and over","Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment",45
2021,Canada,"Population centre 1,000,000 and over",Recreational services,1222
2021,Canada,"Population centre 1,000,000 and over",Entertainment,626
2021,Canada,"Population centre 1,000,000 and over",Movie theatres,24
2021,Canada,"Population centre 1,000,000 and over",Live sporting and performing arts events,
2021,Canada,"Population centre 1,000,000 and over","Admission fees to museums, zoos and other sites",55
2021,Canada,"Population centre 1,000,000 and over","Television and satellite radio services (including installation, service and pay TV charges)",481
2021,Canada,"Population centre 1,000,000 and over",Use of recreational facilities and fees for other recreational activities,359
2021,Canada,"Population centre 1,000,000 and over",Dues and fees for sports and recreational activities and athletic and recreational facilities,292
2021,Canada,"Population centre 1,000,000 and over",Children's camps,67
2021,Canada,"Population centre 1,000,000 and over",Package trips,189
2021,Canada,"Population centre 1,000,000 and over",Other recreational services,48
2021,Canada,"Population centre 1,000,000 and over",Recreational vehicles and associated services,804
2021,Canada,"Population centre 1,000,000 and over",Purchase of recreational vehicles,566
2021,Canada,"Population centre 1,000,000 and over",Motorcycles and snowmobiles (purchase),84
2021,Canada,"Population centre 1,000,000 and over",All-terrain vehicles (purchase),
2021,Canada,"Population centre 1,000,000 and over",Bicycles (purchase),107
2021,Canada,"Population centre 1,000,000 and over",Other recreational vehicles (purchase),348
2021,Canada,"Population centre 1,000,000 and over",Operation of recreational vehicles,238
2021,Canada,"Population centre 1,000,000 and over",Insurance premiums for recreational vehicles,43
2021,Canada,"Population centre 1,000,000 and over",Registration fees and licences for recreational vehicles,12
2021,Canada,"Population centre 1,000,000 and over","Parking, storage fees and other dues",51
2021,Canada,"Population centre 1,000,000 and over",Other expenses for recreational vehicles,132
2021,Canada,"Population centre 1,000,000 and over",Education,2456
2021,Canada,"Population centre 1,000,000 and over",Tuition fees,2282
2021,Canada,"Population centre 1,000,000 and over","Tuition fees for kindergarten, elementary and secondary schools",355
2021,Canada,"Population centre 1,000,000 and over",Tuition fees for university,1278
2021,Canada,"Population centre 1,000,000 and over","Tuition fees for other training (college, trade and professional institutions)",402
2021,Canada,"Population centre 1,000,000 and over",Other educational services,69
2021,Canada,"Population centre 1,000,000 and over",Personal interest courses and lessons (excluding driving lessons),179
2021,Canada,"Population centre 1,000,000 and over",Textbooks and school supplies,173
2021,Canada,"Population centre 1,000,000 and over",Reading materials and other printed matter,210
2021,Canada,"Population centre 1,000,000 and over",Newspapers,18
2021,Canada,"Population centre 1,000,000 and over",Magazines and periodicals,15
2021,Canada,"Population centre 1,000,000 and over",Books and E-Books (excluding school books),125
2021,Canada,"Population centre 1,000,000 and over","Maps, sheet music and other printed matter",
2021,Canada,"Population centre 1,000,000 and over","Services related to reading materials (e.g. photocopying, library fees)",29
2021,Canada,"Population centre 1,000,000 and over","Tobacco products, alcoholic beverages and cannabis for non-medical use",1688
2021,Canada,"Population centre 1,000,000 and over",Tobacco products and smokers' supplies,472
2021,Canada,"Population centre 1,000,000 and over",Cigarettes,417
2021,Canada,"Population centre 1,000,000 and over","Other tobacco products, smokers' supplies and e-cigarettes",55
2021,Canada,"Population centre 1,000,000 and over",Cannabis for non-medical use,175
2021,Canada,"Population centre 1,000,000 and over",Alcoholic beverages,1041
2021,Canada,"Population centre 1,000,000 and over",Alcoholic beverages served on licensed premises and in restaurants,312
2021,Canada,"Population centre 1,000,000 and over",Alcoholic beverages purchased from stores,722
2021,Canada,"Population centre 1,000,000 and over",Self-made alcoholic beverages,
2021,Canada,"Population centre 1,000,000 and over",Games of chance,161
2021,Canada,"Population centre 1,000,000 and over",Government-run lotteries,138
2021,Canada,"Population centre 1,000,000 and over",Other games of chance,
2021,Canada,"Population centre 1,000,000 and over","Casinos, bingos and gaming machines",
