REF_DATE,GEO,Size of area of residence,"Household expenditures, summary-level categories",VALUE
2021,Canada,"Population centre 1,000,000 and over",Retirement and pension fund payments,4650
2021,Canada,"Population centre 1,000,000 and over","Premiums on life, term and endowment insurance",678
2021,Canada,"Population centre 1,000,000 and over","Gifts of money, support payments and charitable contributions",1865
2021,Canada,"Population centre 1,000,000 and over",Gifts of money and support payments,1041
2021,Canada,"Population centre 1,000,000 and over",Gifts of money to persons living in Canada,439
2021,Canada,"Population centre 1,000,000 and over",Gifts of money to persons living outside Canada,284
2021,Canada,"Population centre 1,000,000 and over",Alimony and child support,
2021,Canada,"Population centre 1,000,000 and over",Charitable contributions,824
2021,Canada,"Population centre 500,000 to 999,999",Total expenditure,89791
2021,Canada,"Population centre 500,000 to 999,999",Total current consumption,64955
2021,Canada,"Population centre 500,000 to 999,999",Food expenditures,9582
2021,Canada,"Population centre 500,000 to 999,999",Food purchased from stores,7560
2021,Canada,"Population centre 500,000 to 999,999",Bakery products,660
2021,Canada,"Population centre 500,000 to 999,999",Cereal grains and cereal products,457
2021,Canada,"Population centre 500,000 to 999,999","Fruit, fruit preparations and nuts",890
2021,Canada,"Population centre 500,000 to 999,999",Vegetables and vegetable preparations,893
2021,Canada,"Population centre 500,000 to 999,999",Dairy products and eggs,1080
2021,Canada,"Population centre 500,000 to 999,999",Meat,1437
2021,Canada,"Population centre 500,000 to 999,999",Fish and seafood,394
2021,Canada,"Population centre 500,000 to 999,999",Non-alcoholic beverages and other food products,1749
2021,Canada,"Population centre 500,000 to 999,999",Ready-to-cook meal delivery services,
2021,Canada,"Population centre 500,000 to 999,999",Food purchased from restaurants,2000
2021,Canada,"Population centre 500,000 to 999,999",Restaurant meals,1858
2021,Canada,"Population centre 500,000 to 999,999",Restaurant snacks and beverages,143
2021,Canada,"Population centre 500,000 to 999,999",Shelter,20485
2021,Canada,"Population centre 500,000 to 999,999",Principal accommodation,19157
2021,Canada,"Population centre 500,000 to 999,999",Rented living quarters,4157
2021,Canada,"Population centre 500,000 to 999,999",Rent,4011
2021,Canada,"Population centre 500,000 to 999,999",Tenants' repairs and improvements,34
2021,Canada,"Population centre 500,000 to 999,999",Tenants' insurance premiums,75
2021,Canada,"Population centre 500,000 to 999,999",Parking at rented living quarters (excluding amounts reported with rent),37
2021,Canada,"Population centre 500,000 to 999,999",Owned living quarters,12590
2021,Canada,"Population centre 500,000 to 999,999",Mortgage paid for owned living quarters,7018
2021,Canada,"Population centre 500,000 to 999,999",Repairs and maintenance for owned living quarters,894
2021,Canada,"Population centre 500,000 to 999,999",Condominium fees for owned living quarters,316
2021,Canada,"Population centre 500,000 to 999,999",Property and school taxes for owned living quarters,2443
2021,Canada,"Population centre 500,000 to 999,999",Homeowners' insurance premiums for owned living quarters,870
2021,Canada,"Population centre 500,000 to 999,999",Other expenditures for owned living quarters,1049
2021,Canada,"Population centre 500,000 to 999,999",Commissions for sale of real estate owned by the household,
2021,Canada,"Population centre 500,000 to 999,999",Legal fees related to owned living quarters,92
2021,Canada,"Population centre 500,000 to 999,999",Mortgage insurance premiums for owned living quarters,266
2021,Canada,"Population centre 500,000 to 999,999","Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",
2021,Canada,"Population centre 500,000 to 999,999",Transfer taxes and land registration fees for owned living quarters,231
2021,Canada,"Population centre 500,000 to 999,999",All other expenses related to owned living quarters (excluding repairs and maintenance),
2021,Canada,"Population centre 500,000 to 999,999","Water, fuel and electricity for principal accommodation",2411
2021,Canada,"Population centre 500,000 to 999,999",Water and sewage for principal accommodation,533
2021,Canada,"Population centre 500,000 to 999,999",Electricity for principal accommodation,1316
2021,Canada,"Population centre 500,000 to 999,999",Natural gas for principal accommodation,450
2021,Canada,"Population centre 500,000 to 999,999",Other fuel for principal accommodation,111
2021,Canada,"Population centre 500,000 to 999,999",Other accommodation,1328
2021,Canada,"Population centre 500,000 to 999,999",Owned secondary residences,856
2021,Canada,"Population centre 500,000 to 999,999",Mortgage paid for owned secondary residences,
2021,Canada,"Population centre 500,000 to 999,999","Property and school taxes, water and sewage charges for owned secondary residences",183
2021,Canada,"Population centre 500,000 to 999,999",Insurance premiums for owned secondary residences,68
2021,Canada,"Population centre 500,000 to 999,999",Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,78
2021,Canada,"Population centre 500,000 to 999,999","Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences",19
2021,Canada,"Population centre 500,000 to 999,999",Other expenses for owned secondary residences,269
2021,Canada,"Population centre 500,000 to 999,999",Other owned properties,130
2021,Canada,"Population centre 500,000 to 999,999",Accommodation away from home,343
2021,Canada,"Population centre 500,000 to 999,999",Hotels and motels,127
2021,Canada,"Population centre 500,000 to 999,999",Other accommodation away from home,215
2021,Canada,"Population centre 500,000 to 999,999",Household operations,5172
2021,Canada,"Population centre 500,000 to 999,999",Communications,2896
2021,Canada,"Population centre 500,000 to 999,999",Telephone,1736
2021,Canada,"Population centre 500,000 to 999,999",Landline telephone services,210
2021,Canada,"Population centre 500,000 to 999,999",Cell phone and pager services,1223
2021,Canada,"Population centre 500,000 to 999,999",Purchase of telephones and equipment,303
2021,Canada,"Population centre 500,000 to 999,999",Internet access services,865
2021,Canada,"Population centre 500,000 to 999,999",Digital services,165
2021,Canada,"Population centre 500,000 to 999,999","Postal, courier, delivery and other communication services",129
2021,Canada,"Population centre 500,000 to 999,999",Domestic and other custodial services (excluding child care),102
2021,Canada,"Population centre 500,000 to 999,999",Pet expenses,639
2021,Canada,"Population centre 500,000 to 999,999",Pet food and pet-related goods,307
2021,Canada,"Population centre 500,000 to 999,999",Purchase of pets,75
2021,Canada,"Population centre 500,000 to 999,999",Veterinarian and other services,257
2021,Canada,"Population centre 500,000 to 999,999",Household cleaning supplies and equipment,241
2021,Canada,"Population centre 500,000 to 999,999",Detergent and other soaps,79
2021,Canada,"Population centre 500,000 to 999,999",Cleaning equipment (non-electric),
2021,Canada,"Population centre 500,000 to 999,999",Other household cleaning supplies,109
2021,Canada,"Population centre 500,000 to 999,999","Paper, plastic and foil supplies",288
2021,Canada,"Population centre 500,000 to 999,999",Stationery (excluding school supplies),92
2021,Canada,"Population centre 500,000 to 999,999",Other paper supplies,132
2021,Canada,"Population centre 500,000 to 999,999",Plastic and foil supplies,64
2021,Canada,"Population centre 500,000 to 999,999",Garden supplies and services,598
2021,Canada,"Population centre 500,000 to 999,999","Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",330
2021,Canada,"Population centre 500,000 to 999,999","Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",90
2021,Canada,"Population centre 500,000 to 999,999","Groundskeeping services, snow and garbage removal",178
2021,Canada,"Population centre 500,000 to 999,999",Other household supplies,139
2021,Canada,"Population centre 500,000 to 999,999",Child care,270
2021,Canada,"Population centre 500,000 to 999,999",Child care outside the home,233
2021,Canada,"Population centre 500,000 to 999,999",Child care in the home (regular and occasional),
2021,Canada,"Population centre 500,000 to 999,999",Household furnishings and equipment,3443
2021,Canada,"Population centre 500,000 to 999,999",Household furnishings,1585
2021,Canada,"Population centre 500,000 to 999,999",Furniture,985
2021,Canada,"Population centre 500,000 to 999,999","Rugs, mats and underpadding",82
2021,Canada,"Population centre 500,000 to 999,999","Works of art, carvings and other decorative ware",134
2021,Canada,"Population centre 500,000 to 999,999",Linens,211
2021,Canada,"Population centre 500,000 to 999,999","Other household furnishings (curtains, mirrors and picture frames)",
2021,Canada,"Population centre 500,000 to 999,999",Household equipment,1618
2021,Canada,"Population centre 500,000 to 999,999",Household appliances,654
2021,Canada,"Population centre 500,000 to 999,999",Refrigerators and freezers,160
2021,Canada,"Population centre 500,000 to 999,999",Microwave ovens and cooking appliances,170
2021,Canada,"Population centre 500,000 to 999,999","Washers, dryers and dishwashers",147
2021,Canada,"Population centre 500,000 to 999,999","Room air conditioners, portable humidifiers and dehumidifiers",112
2021,Canada,"Population centre 500,000 to 999,999",Other electric equipment and appliances (including parts and attachments),
2021,Canada,"Population centre 500,000 to 999,999",Other household equipment,964
2021,Canada,"Population centre 500,000 to 999,999",Home and workshop tools and equipment,216
2021,Canada,"Population centre 500,000 to 999,999","Lawn, garden and snow-removal equipment and tools",316
2021,Canada,"Population centre 500,000 to 999,999",Non-electric kitchen and cooking equipment,92
2021,Canada,"Population centre 500,000 to 999,999","Other household equipment, parts and accessories",339
2021,Canada,"Population centre 500,000 to 999,999","Maintenance, rental, repairs and services related to household furnishings and equipment",132
2021,Canada,"Population centre 500,000 to 999,999",Services related to household furnishings and equipment,108
2021,Canada,"Population centre 500,000 to 999,999",Rental of heating equipment,62
2021,Canada,"Population centre 500,000 to 999,999",Home security services,46
2021,Canada,"Population centre 500,000 to 999,999",Clothing and accessories,2188
2021,Canada,"Population centre 500,000 to 999,999",Women's and girls' wear (women and girls aged 14 years and over),796
2021,Canada,"Population centre 500,000 to 999,999",Clothing (women and girls aged 14 years and over),573
2021,Canada,"Population centre 500,000 to 999,999",Footwear (women and girls aged 14 years and over),224
2021,Canada,"Population centre 500,000 to 999,999",Men's and boys' wear (men and boys aged 14 years and over),537
2021,Canada,"Population centre 500,000 to 999,999",Clothing (men and boys aged 14 years and over),364
2021,Canada,"Population centre 500,000 to 999,999",Footwear (men and boys aged 14 years and over),173
2021,Canada,"Population centre 500,000 to 999,999",Children's wear (children under 14 years of age),348
2021,Canada,"Population centre 500,000 to 999,999",Clothing and cloth diapers (children under 14 years of age),259
2021,Canada,"Population centre 500,000 to 999,999",Footwear (children under 14 years of age),89
2021,Canada,"Population centre 500,000 to 999,999",Athletic footwear,134
2021,Canada,"Population centre 500,000 to 999,999",Accessories,108
2021,Canada,"Population centre 500,000 to 999,999",Watches and jewellery,107
2021,Canada,"Population centre 500,000 to 999,999","Clothing material, yarn, thread and other notions",49
2021,Canada,"Population centre 500,000 to 999,999",Clothing services,109
2021,Canada,"Population centre 500,000 to 999,999","Laundromats, dry-cleaning and laundry services",48
2021,Canada,"Population centre 500,000 to 999,999","Services for clothing, footwear and jewellery",61
2021,Canada,"Population centre 500,000 to 999,999",Transportation,10003
2021,Canada,"Population centre 500,000 to 999,999",Private transportation,9476
2021,Canada,"Population centre 500,000 to 999,999","Private use automobiles, vans and trucks",4655
2021,Canada,"Population centre 500,000 to 999,999","Purchase of automobiles, vans and trucks",4078
2021,Canada,"Population centre 500,000 to 999,999",Automobiles (purchase),1460
2021,Canada,"Population centre 500,000 to 999,999","Vans (including mini-vans, purchase)",
2021,Canada,"Population centre 500,000 to 999,999","Trucks (including sport utility vehicles, purchase)",2485
2021,Canada,"Population centre 500,000 to 999,999","Accessories for automobiles, vans and trucks",50
2021,Canada,"Population centre 500,000 to 999,999","Fees for leased automobiles, vans and trucks",527
2021,Canada,"Population centre 500,000 to 999,999","Regular fees for leased automobiles, vans and trucks",511
2021,Canada,"Population centre 500,000 to 999,999",Regular fees for leased automobiles,186
2021,Canada,"Population centre 500,000 to 999,999",Regular fees for leased vans and trucks,324
2021,Canada,"Population centre 500,000 to 999,999","Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",
2021,Canada,"Population centre 500,000 to 999,999","Rented automobiles, vans and trucks",19
2021,Canada,"Population centre 500,000 to 999,999","Automobile, van and truck operations",4802
2021,Canada,"Population centre 500,000 to 999,999","Registration fees for automobiles, vans and trucks (including insurance if part of registration)",640
2021,Canada,"Population centre 500,000 to 999,999",Private and public vehicle insurance premiums,898
2021,Canada,"Population centre 500,000 to 999,999","Tires, batteries, and other parts and supplies for vehicles",292
2021,Canada,"Population centre 500,000 to 999,999",Maintenance and repairs of vehicles,770
2021,Canada,"Population centre 500,000 to 999,999","Vehicle operation, security and communication services",44
2021,Canada,"Population centre 500,000 to 999,999",Gas and other fuels (all vehicles and tools),1902
2021,Canada,"Population centre 500,000 to 999,999",Parking (excluding parking fees included in rent and traffic and parking tickets),163
2021,Canada,"Population centre 500,000 to 999,999","Drivers' licences and tests, and driving lessons",93
2021,Canada,"Population centre 500,000 to 999,999",Drivers' licences and tests,76
2021,Canada,"Population centre 500,000 to 999,999",Driving lessons,17
2021,Canada,"Population centre 500,000 to 999,999",Public transportation,527
2021,Canada,"Population centre 500,000 to 999,999","City or commuter bus, subway, streetcar and commuter train",128
2021,Canada,"Population centre 500,000 to 999,999",Taxi (including tips),43
2021,Canada,"Population centre 500,000 to 999,999",Peer-to-peer ride services,43
2021,Canada,"Population centre 500,000 to 999,999",Other local passenger transportation,15
2021,Canada,"Population centre 500,000 to 999,999",Airplane,190
2021,Canada,"Population centre 500,000 to 999,999",Inter-city bus,
2021,Canada,"Population centre 500,000 to 999,999",Other inter-city passenger transportation services,11
2021,Canada,"Population centre 500,000 to 999,999",Household moving and storage services,96
2021,Canada,"Population centre 500,000 to 999,999",Health care,2795
2021,Canada,"Population centre 500,000 to 999,999",Direct health care costs to household,1990
2021,Canada,"Population centre 500,000 to 999,999","Prescribed medicines, pharmaceutical products and cannabis for medical use",457
2021,Canada,"Population centre 500,000 to 999,999",Prescribed medicines and pharmaceutical products,446
2021,Canada,"Population centre 500,000 to 999,999",Cannabis for medical use,
2021,Canada,"Population centre 500,000 to 999,999","Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",431
2021,Canada,"Population centre 500,000 to 999,999",Health care services,296
2021,Canada,"Population centre 500,000 to 999,999",Health care practitioners (excluding general practitioners and specialists),161
2021,Canada,"Population centre 500,000 to 999,999",Health care by general practitioners and specialists,42
2021,Canada,"Population centre 500,000 to 999,999","Weight control programs, smoking cessation programs and other medical services",23
2021,Canada,"Population centre 500,000 to 999,999","Hospital care, nursing homes and other residential care facilities",
2021,Canada,"Population centre 500,000 to 999,999",Eye-care goods and services,234
2021,Canada,"Population centre 500,000 to 999,999",Prescription eye wear,156
2021,Canada,"Population centre 500,000 to 999,999",Non-prescription eye wear and other eye-care goods,
2021,Canada,"Population centre 500,000 to 999,999","Eye-care services (e.g. surgery, exams)",54
2021,Canada,"Population centre 500,000 to 999,999",Dental services,571
2021,Canada,"Population centre 500,000 to 999,999",Private health insurance plan premiums,806
2021,Canada,"Population centre 500,000 to 999,999",Private health and dental plan premiums,653
2021,Canada,"Population centre 500,000 to 999,999",Accident or disability insurance premiums,153
2021,Canada,"Population centre 500,000 to 999,999",Personal care,1467
2021,Canada,"Population centre 500,000 to 999,999",Personal care products,760
2021,Canada,"Population centre 500,000 to 999,999",Hair care products,93
2021,Canada,"Population centre 500,000 to 999,999","Makeup, skin care, manicure and fragrance products",293
2021,Canada,"Population centre 500,000 to 999,999","Makeup, skin care and manicure products",251
2021,Canada,"Population centre 500,000 to 999,999",Fragrance products,
2021,Canada,"Population centre 500,000 to 999,999",Personal deodorants,
2021,Canada,"Population centre 500,000 to 999,999",Body soaps,
2021,Canada,"Population centre 500,000 to 999,999",Oral hygiene products,47
2021,Canada,"Population centre 500,000 to 999,999",Disposable diapers,
2021,Canada,"Population centre 500,000 to 999,999",Other personal care supplies and equipment,164
2021,Canada,"Population centre 500,000 to 999,999",Personal care services,707
2021,Canada,"Population centre 500,000 to 999,999",Hair grooming services,509
2021,Canada,"Population centre 500,000 to 999,999",Other personal care services,198
2021,Canada,"Population centre 500,000 to 999,999",Recreation,4616
2021,Canada,"Population centre 500,000 to 999,999",Recreational equipment and related services,2077
2021,Canada,"Population centre 500,000 to 999,999","Sports, athletic and recreational equipment and related services",166
2021,Canada,"Population centre 500,000 to 999,999",Outdoor play equipment and accessories,
2021,Canada,"Population centre 500,000 to 999,999",Children's toys,175
2021,Canada,"Population centre 500,000 to 999,999",Video game systems and accessories (excluding for computers),
2021,Canada,"Population centre 500,000 to 999,999",Art and craft materials,
2021,Canada,"Population centre 500,000 to 999,999",Computer equipment and supplies,947
2021,Canada,"Population centre 500,000 to 999,999",Computer hardware,462
2021,Canada,"Population centre 500,000 to 999,999",Computer software and video game systems,
2021,Canada,"Population centre 500,000 to 999,999",Computer supplies and other equipment,
2021,Canada,"Population centre 500,000 to 999,999",Tablet computers,135
2021,Canada,"Population centre 500,000 to 999,999",E-Book readers,5
2021,Canada,"Population centre 500,000 to 999,999",Wearable electronic devices,88
2021,Canada,"Population centre 500,000 to 999,999",Photographic goods and services,103
2021,Canada,"Population centre 500,000 to 999,999","Camcorders, cameras, parts, accessories and related equipment",39
2021,Canada,"Population centre 500,000 to 999,999",Photographic services,65
2021,Canada,"Population centre 500,000 to 999,999",Other recreational equipment,
2021,Canada,"Population centre 500,000 to 999,999",Home entertainment equipment and services,383
2021,Canada,"Population centre 500,000 to 999,999",Home entertainment equipment,341
2021,Canada,"Population centre 500,000 to 999,999",Audio equipment and home theatre systems,101
2021,Canada,"Population centre 500,000 to 999,999",Video equipment,209
2021,Canada,"Population centre 500,000 to 999,999","DVD players, Blu-Ray players and other video equipment and accessories",29
2021,Canada,"Population centre 500,000 to 999,999",Televisions,179
2021,Canada,"Population centre 500,000 to 999,999","Pre-recorded media, music downloads and blank audio and video media",
2021,Canada,"Population centre 500,000 to 999,999",Home entertainment services,42
2021,Canada,"Population centre 500,000 to 999,999","Rental of videotapes, DVDs and video games",
2021,Canada,"Population centre 500,000 to 999,999","Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment",41
2021,Canada,"Population centre 500,000 to 999,999",Recreational services,1222
2021,Canada,"Population centre 500,000 to 999,999",Entertainment,659
2021,Canada,"Population centre 500,000 to 999,999",Movie theatres,
2021,Canada,"Population centre 500,000 to 999,999",Live sporting and performing arts events,
2021,Canada,"Population centre 500,000 to 999,999","Admission fees to museums, zoos and other sites",
2021,Canada,"Population centre 500,000 to 999,999","Television and satellite radio services (including installation, service and pay TV charges)",528
2021,Canada,"Population centre 500,000 to 999,999",Use of recreational facilities and fees for other recreational activities,323
2021,Canada,"Population centre 500,000 to 999,999",Dues and fees for sports and recreational activities and athletic and recreational facilities,267
2021,Canada,"Population centre 500,000 to 999,999",Children's camps,56
2021,Canada,"Population centre 500,000 to 999,999",Package trips,193
2021,Canada,"Population centre 500,000 to 999,999",Other recreational services,47
2021,Canada,"Population centre 500,000 to 999,999",Recreational vehicles and associated services,934
2021,Canada,"Population centre 500,000 to 999,999",Purchase of recreational vehicles,658
2021,Canada,"Population centre 500,000 to 999,999",Motorcycles and snowmobiles (purchase),69
2021,Canada,"Population centre 500,000 to 999,999",All-terrain vehicles (purchase),
2021,Canada,"Population centre 500,000 to 999,999",Bicycles (purchase),103
2021,Canada,"Population centre 500,000 to 999,999",Other recreational vehicles (purchase),
2021,Canada,"Population centre 500,000 to 999,999",Operation of recreational vehicles,276
2021,Canada,"Population centre 500,000 to 999,999",Insurance premiums for recreational vehicles,36
2021,Canada,"Population centre 500,000 to 999,999",Registration fees and licences for recreational vehicles,34
2021,Canada,"Population centre 500,000 to 999,999","Parking, storage fees and other dues",42
2021,Canada,"Population centre 500,000 to 999,999",Other expenses for recreational vehicles,165
2021,Canada,"Population centre 500,000 to 999,999",Education,1667
2021,Canada,"Population centre 500,000 to 999,999",Tuition fees,1538
2021,Canada,"Population centre 500,000 to 999,999","Tuition fees for kindergarten, elementary and secondary schools",216
2021,Canada,"Population centre 500,000 to 999,999",Tuition fees for university,884
2021,Canada,"Population centre 500,000 to 999,999","Tuition fees for other training (college, trade and professional institutions)",216
2021,Canada,"Population centre 500,000 to 999,999",Other educational services,
2021,Canada,"Population centre 500,000 to 999,999",Personal interest courses and lessons (excluding driving lessons),168
2021,Canada,"Population centre 500,000 to 999,999",Textbooks and school supplies,128
2021,Canada,"Population centre 500,000 to 999,999",Reading materials and other printed matter,240
2021,Canada,"Population centre 500,000 to 999,999",Newspapers,
2021,Canada,"Population centre 500,000 to 999,999",Magazines and periodicals,
2021,Canada,"Population centre 500,000 to 999,999",Books and E-Books (excluding school books),118
2021,Canada,"Population centre 500,000 to 999,999","Maps, sheet music and other printed matter",2
2021,Canada,"Population centre 500,000 to 999,999","Services related to reading materials (e.g. photocopying, library fees)",27
2021,Canada,"Population centre 500,000 to 999,999","Tobacco products, alcoholic beverages and cannabis for non-medical use",1579
2021,Canada,"Population centre 500,000 to 999,999",Tobacco products and smokers' supplies,487
2021,Canada,"Population centre 500,000 to 999,999",Cigarettes,434
2021,Canada,"Population centre 500,000 to 999,999","Other tobacco products, smokers' supplies and e-cigarettes",54
2021,Canada,"Population centre 500,000 to 999,999",Cannabis for non-medical use,152
2021,Canada,"Population centre 500,000 to 999,999",Alcoholic beverages,941
2021,Canada,"Population centre 500,000 to 999,999",Alcoholic beverages served on licensed premises and in restaurants,187
2021,Canada,"Population centre 500,000 to 999,999",Alcoholic beverages purchased from stores,753
2021,Canada,"Population centre 500,000 to 999,999",Self-made alcoholic beverages,
2021,Canada,"Population centre 500,000 to 999,999",Games of chance,183
2021,Canada,"Population centre 500,000 to 999,999",Government-run lotteries,157
2021,Canada,"Population centre 500,000 to 999,999",Other games of chance,
2021,Canada,"Population centre 500,000 to 999,999","Casinos, bingos and gaming machines",
2021,Canada,"Population centre 500,000 to 999,999",Non-government lotteries and raffle tickets,
2021,Canada,"Population centre 500,000 to 999,999",Miscellaneous expenditures,1535
2021,Canada,"Population centre 500,000 to 999,999",Financial services,656
2021,Canada,"Population centre 500,000 to 999,999",Service charges for banks and other financial institutions,142
2021,Canada,"Population centre 500,000 to 999,999",Administration fees for brokers and stock and bond commissions,375
2021,Canada,"Population centre 500,000 to 999,999",Other financial services,140
2021,Canada,"Population centre 500,000 to 999,999",Other miscellaneous goods and services,879
2021,Canada,"Population centre 500,000 to 999,999",Fines,41
2021,Canada,"Population centre 500,000 to 999,999",Legal services not related to dwellings,
2021,Canada,"Population centre 500,000 to 999,999",Dues to unions and professional associations,354
2021,Canada,"Population centre 500,000 to 999,999",Contributions and dues for social clubs and other organizations,46
2021,Canada,"Population centre 500,000 to 999,999",Funeral services,97
2021,Canada,"Population centre 500,000 to 999,999",Government services,49
2021,Canada,"Population centre 500,000 to 999,999",Wholesale/retail memberships,90
2021,Canada,"Population centre 500,000 to 999,999",Convenience fees,
2021,Canada,"Population centre 500,000 to 999,999",Other goods and services,
2021,Canada,"Population centre 500,000 to 999,999",Discounts and refunds,
2021,Canada,"Population centre 500,000 to 999,999",Recycling fees and other environmental fees,
2021,Canada,"Population centre 500,000 to 999,999",Other general expenditures,
2021,Canada,"Population centre 500,000 to 999,999",Income taxes,17227
2021,Canada,"Population centre 500,000 to 999,999",Personal insurance payments and pension contributions,5955
2021,Canada,"Population centre 500,000 to 999,999",Employment insurance and Quebec parental insurance premiums,730
2021,Canada,"Population centre 500,000 to 999,999",Retirement and pension fund payments,4635
2021,Canada,"Population centre 500,000 to 999,999","Premiums on life, term and endowment insurance",590
2021,Canada,"Population centre 500,000 to 999,999","Gifts of money, support payments and charitable contributions",1654
2021,Canada,"Population centre 500,000 to 999,999",Gifts of money and support payments,860
2021,Canada,"Population centre 500,000 to 999,999",Gifts of money to persons living in Canada,470
2021,Canada,"Population centre 500,000 to 999,999",Gifts of money to persons living outside Canada,200
2021,Canada,"Population centre 500,000 to 999,999",Alimony and child support,
2021,Canada,"Population centre 500,000 to 999,999",Charitable contributions,794
2021,Canada,"Population centre 250,000 to 499,999",Total expenditure,94191
2021,Canada,"Population centre 250,000 to 499,999",Total current consumption,67055
2021,Canada,"Population centre 250,000 to 499,999",Food expenditures,9480
2021,Canada,"Population centre 250,000 to 499,999",Food purchased from stores,7112
2021,Canada,"Population centre 250,000 to 499,999",Bakery products,725
2021,Canada,"Population centre 250,000 to 499,999",Cereal grains and cereal products,390
2021,Canada,"Population centre 250,000 to 499,999","Fruit, fruit preparations and nuts",874
2021,Canada,"Population centre 250,000 to 499,999",Vegetables and vegetable preparations,885
2021,Canada,"Population centre 250,000 to 499,999",Dairy products and eggs,1102
2021,Canada,"Population centre 250,000 to 499,999",Meat,1156
2021,Canada,"Population centre 250,000 to 499,999",Fish and seafood,197
2021,Canada,"Population centre 250,000 to 499,999",Non-alcoholic beverages and other food products,1784
2021,Canada,"Population centre 250,000 to 499,999",Ready-to-cook meal delivery services,
2021,Canada,"Population centre 250,000 to 499,999",Food purchased from restaurants,2341
2021,Canada,"Population centre 250,000 to 499,999",Restaurant meals,2099
2021,Canada,"Population centre 250,000 to 499,999",Restaurant snacks and beverages,242
2021,Canada,"Population centre 250,000 to 499,999",Shelter,21642
2021,Canada,"Population centre 250,000 to 499,999",Principal accommodation,20058
2021,Canada,"Population centre 250,000 to 499,999",Rented living quarters,3926
2021,Canada,"Population centre 250,000 to 499,999",Rent,3808
2021,Canada,"Population centre 250,000 to 499,999",Tenants' repairs and improvements,18
2021,Canada,"Population centre 250,000 to 499,999",Tenants' insurance premiums,78
2021,Canada,"Population centre 250,000 to 499,999",Parking at rented living quarters (excluding amounts reported with rent),22
2021,Canada,"Population centre 250,000 to 499,999",Owned living quarters,13145
2021,Canada,"Population centre 250,000 to 499,999",Mortgage paid for owned living quarters,7171
2021,Canada,"Population centre 250,000 to 499,999",Repairs and maintenance for owned living quarters,1020
2021,Canada,"Population centre 250,000 to 499,999",Condominium fees for owned living quarters,468
2021,Canada,"Population centre 250,000 to 499,999",Property and school taxes for owned living quarters,2615
2021,Canada,"Population centre 250,000 to 499,999",Homeowners' insurance premiums for owned living quarters,1071
2021,Canada,"Population centre 250,000 to 499,999",Other expenditures for owned living quarters,800
2021,Canada,"Population centre 250,000 to 499,999",Commissions for sale of real estate owned by the household,
2021,Canada,"Population centre 250,000 to 499,999",Legal fees related to owned living quarters,81
2021,Canada,"Population centre 250,000 to 499,999",Mortgage insurance premiums for owned living quarters,222
2021,Canada,"Population centre 250,000 to 499,999","Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",55
2021,Canada,"Population centre 250,000 to 499,999",Transfer taxes and land registration fees for owned living quarters,225
2021,Canada,"Population centre 250,000 to 499,999",All other expenses related to owned living quarters (excluding repairs and maintenance),
2021,Canada,"Population centre 250,000 to 499,999","Water, fuel and electricity for principal accommodation",2986
2021,Canada,"Population centre 250,000 to 499,999",Water and sewage for principal accommodation,675
2021,Canada,"Population centre 250,000 to 499,999",Electricity for principal accommodation,1475
2021,Canada,"Population centre 250,000 to 499,999",Natural gas for principal accommodation,615
2021,Canada,"Population centre 250,000 to 499,999",Other fuel for principal accommodation,222
2021,Canada,"Population centre 250,000 to 499,999",Other accommodation,1585
2021,Canada,"Population centre 250,000 to 499,999",Owned secondary residences,
2021,Canada,"Population centre 250,000 to 499,999",Mortgage paid for owned secondary residences,
2021,Canada,"Population centre 250,000 to 499,999","Property and school taxes, water and sewage charges for owned secondary residences",
2021,Canada,"Population centre 250,000 to 499,999",Insurance premiums for owned secondary residences,
2021,Canada,"Population centre 250,000 to 499,999",Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,
2021,Canada,"Population centre 250,000 to 499,999","Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences",15
2021,Canada,"Population centre 250,000 to 499,999",Other expenses for owned secondary residences,
2021,Canada,"Population centre 250,000 to 499,999",Other owned properties,
2021,Canada,"Population centre 250,000 to 499,999",Accommodation away from home,476
2021,Canada,"Population centre 250,000 to 499,999",Hotels and motels,162
2021,Canada,"Population centre 250,000 to 499,999",Other accommodation away from home,314
2021,Canada,"Population centre 250,000 to 499,999",Household operations,5851
2021,Canada,"Population centre 250,000 to 499,999",Communications,3177
2021,Canada,"Population centre 250,000 to 499,999",Telephone,1858
2021,Canada,"Population centre 250,000 to 499,999",Landline telephone services,220
2021,Canada,"Population centre 250,000 to 499,999",Cell phone and pager services,1422
2021,Canada,"Population centre 250,000 to 499,999",Purchase of telephones and equipment,217
2021,Canada,"Population centre 250,000 to 499,999",Internet access services,976
2021,Canada,"Population centre 250,000 to 499,999",Digital services,196
2021,Canada,"Population centre 250,000 to 499,999","Postal, courier, delivery and other communication services",147
